path,track_name,text,time_signature,key_signature,set_tempo,clocks_per_click
hooked_on_rhythm_jc.mid, _-_ name Hooked On Rhythm __ time 0 _-_ name Piano __ time 0 _-_ name PianoChords __ time 0 _-_ name Bass __ time 0 _-_ name Guitar __ time 0 _-_ name EGitar __ time 0 _-_ name Trumpet __ time 0 _-_ name Trombone __ time 0 _-_ name Sax __ time 0 _-_ name Brass __ time 0 _-_ name Drums __ time 0 _-_ name Strings __ time 0 _-_ name Vibe __ time 0 _-_ name Pizz __ time 0 _-_ name Arranged and sequenced __ time 0 _-_ name by Jeanne Coello __ time 0 _-_ name myuzik@rocketmail.com __ time 0 _-_ name Not for commercial use. __ time 0, _-_ text Saved as jcmedly1@ __ time 0,4/4,C,160.0,24
pieces_of_dreams_jlh.mid, _-_ name Pieces Of Dreams __ time 0 _-_ name Music by Michel Legrand __ time 0 _-_ name Bass     __ time 0 _-_ name Drums    __ time 0 _-_ name Piano    __ time 0 _-_ name Guitar   __ time 0 _-_ name Strings  __ time 0 _-_ name RhodesPiano __ time 0, _-_ text Midi Prep by JLHall - kcaj22@mail.icomnet.com@ __ time 0 _-_ text GM@ __ time 0,4/4,Eb,115.0,24
how_high_the_moon_gr.mid, _-_ name How High The Moon __ time 0 _-_ name Melody __ time 0 _-_ name Harmony __ time 0 _-_ name Guitar 1 __ time 0 _-_ name Guitar 1 (Effects) __ time 0 _-_ name Guitar 2 __ time 0 _-_ name Guitar 2 (Effects) __ time 0 _-_ name Bass __ time 0 _-_ name Percussion __ time 0 _-_ name How High The Moon __ time 0 _-_ name Words and Music by: __ time 0 _-_ name Nancy Hamilton and __ time 0 _-_ name Morgan Lewis __ time 0 _-_ name Sequenced by: __ time 0 _-_ name Gary Rogers __ time 0 _-_ name 11/2011 __ time 0,,4/4,C,240.0,24
and_then_i_knew-xgm_ph.mid, _-_ name AND THEN I KNEW __ time 0 _-_ name Pat Metheny __ time 0 _-_ name from : We Live Here __ time 0 _-_ name Sequenced  by Pierre Hebert __ time 0 _-_ name phebert@qbc.clic.net __ time 0 _-_ name Piano __ time 0 _-_ name Bass __ time 0 _-_ name Organ __ time 0 _-_ name String __ time 0 _-_ name Piano Elec. __ time 0 _-_ name Guitar __ time 0 _-_ name Trumpet __ time 0 _-_ name French Horn __ time 0 _-_ name Syn __ time 0 _-_ name Synth Brass __ time 0 _-_ name Ride __ time 0 _-_ name Cymbales __ time 0 _-_ name Snare __ time 0 _-_ name Kick __ time 0 _-_ name Tambourine __ time 0 _-_ name Shaker __ time 0 _-_ name Congas __ time 0 _-_ name Stick __ time 0 _-_ name Woodblock __ time 0 _-_ name Guitar __ time 0 _-_ name Syn __ time 0 _-_ name Trumpet __ time 0,,4/4,G,112.0,24
whats_new_mw.mid," _-_ name           "" WHAT'S NEW "" __ time 0 _-_ name Orchestration & midi prep by __ time 0 _-_ name              MEL WEBB __ time 0 _-_ name Bass / Acoustic bass __ time 0 _-_ name Piano / Rhodes piano __ time 0 _-_ name 1st Melody / Rhodes piano __ time 0 _-_ name 2nd Melody / Trombone  __ time 0 _-_ name Strings / Slow strings __ time 0 _-_ name Voices / Who who's __ time 0 _-_ name Drums / Traps __ time 0 _-_ name All instr./Roland Sound Canvas __ time 0 _-_ name Freely distr.  /  GMidi type 1 __ time 0 _-_ name Contact MEL68@AOL.COM __ time 0 _-_ name Run time 3:43  /  Ez listening __ time 0 _-_ name            JAN / 26 / 97 __ time 0",,4/4,,120.0,24
i_left_my_heart_in_san_francisco_gtr_solo_gbr.mid, _-_ name 1st String __ time 0 _-_ name 2nd String __ time 0 _-_ name 3rd String __ time 0 _-_ name 4th String __ time 0 _-_ name 5th String __ time 0 _-_ name 6th String __ time 0, _-_ text I Left My Heart In San Francisco __ time 0 _-_ text Gerald's MIDI Cha Cha// Swing// Fingerstyle Guitar// Polka// Mambo And More! __ time 0 _-_ text www-personal.umich.edu/~gbross/ __ time 0 _-_ text 1st String __ time 0 _-_ text 2nd String __ time 0 _-_ text 3rd String __ time 0 _-_ text 4th String __ time 0 _-_ text 5th String __ time 0 _-_ text 6th String __ time 0,4/4,,120.0,24
black_orpheus_jh.mid, _-_ name Black Orpheus __ time 0 _-_ name info@josefhuber.com __ time 0 _-_ name Josef Huber __ time 0 _-_ name Hoegsby __ time 0 _-_ name Sweden __ time 0 _-_ name info@josefhuber.com __ time 0 _-_ name Bass     __ time 0 _-_ name Guitar __ time 0 _-_ name Guitar __ time 0 _-_ name Guitar __ time 0 _-_ name Strings __ time 0 _-_ name Guitar   __ time 0 _-_ name Guitar __ time 0 _-_ name Guitar __ time 0 _-_ name Drums    __ time 0 _-_ name Pad2 __ time 0 _-_ name Pad2 __ time 0,,4/4,C,140.0,24
i_have_but_one_heart_rs.mid, _-_ name ********************************* __ time 0 _-_ name    I Have But One Heart __ time 0 _-_ name        Sequenced By __ time 0 _-_ name       Redsal@aol.com __ time 0 _-_ name ********************************* __ time 0 _-_ name      Redsal's Midi Page __ time 0 _-_ name  http://members.aol.com/ __ time 0 _-_ name  redsal/webpage/sal.htm __ time 0 _-_ name ********************************* __ time 0 _-_ name  For Fred and Marie Boos __ time 0,,3/4,C,100.0,24
call_me_irresponsible-rv_gw.mid," _-_ name Call Me Irresponsible __ time 0 _-_ name Brush/Jazz Kit __ time 0 _-_ name Jazz Bass __ time 0 _-_ name Piano __ time 0 _-_ name Alto Sax 1 __ time 0 _-_ name Alto Sax 2 __ time 0 _-_ name Tenor Sax 1 __ time 0 _-_ name Tenor Sax 2 __ time 0 _-_ name Bari Sax __ time 0 _-_ name Trumpet 1 __ time 0 _-_ name Trumpet 2 __ time 0 _-_ name Trumpet 3 __ time 0 _-_ name Trumpet 4 __ time 0 _-_ name Trombone 1 __ time 0 _-_ name Trombone 2 __ time 0 _-_ name Trombone 3 __ time 0 _-_ name Trombone 4 __ time 0 _-_ name <>-<>-<>-<>-<>-<>-<>-<>-<>-<>-<>-<>-<>-<> __ time 0 _-_ name ""Call Me Irresponsible"" __ time 0 _-_ name Sequenced for General MIDI  __ time 0 _-_ name by GaryW0001@AOL.com __ time 0 _-_ name Arrangement by Frank Mantooth __ time 0 _-_ name Sequence Copyright @1998 __ time 0 _-_ name by Blue Max Distribution __ time 0 _-_ name All Rights Reserved __ time 0 _-_ name Make NO Alterations! __ time 0 _-_ name E-Mail: GaryW0001@AOL.com __ time 0 _-_ name For a COMPLETE Archive of my files// __ time 0 _-_ name visit my Official MIDI Homepage @ __ time 0 _-_ name http://www.garyw0001.com/index.html __ time 0", _-_ text Call Me Irresponsible __ time 0,4/4,,126.0,24
moments_in_love-Art-Of-Noise_lf.mid, _-_ name Bass __ time 0 _-_ name Syn Vox __ time 0 _-_ name Vibraphone __ time 0 _-_ name Strings Left __ time 0 _-_ name Electric Piano __ time 0 _-_ name Strings Right __ time 0 _-_ name Piano Intro __ time 0 _-_ name Choir Ahhs __ time 0 _-_ name Orchestra Stab __ time 0 _-_ name Drums __ time 0 _-_ name Horn Melody __ time 0 _-_ name Bendy Drum __ time 0 _-_ name Hit Drum __ time 0 _-_ name ------------------------------------ __ time 0 _-_ name Sequenced by Laurence Fenn __ time 0 _-_ name    lfenn@easynet.co.uk __ time 0,,4/4,C,62.0,24
you_dont_know_what_love_is_mw.mid," _-_ name      ""YOU DON'T KNOW __ time 0 _-_ name         WHAT LOVE IS ""  __ time 0 _-_ name Orchestration & midi prep by __ time 0 _-_ name              MEL WEBB __ time 0 _-_ name Bass / Acoustic bass __ time 0 _-_ name Piano / Rhodes piano __ time 0 _-_ name Melody / Piccolo __ time 0 _-_ name Strings / Slow strings __ time 0 _-_ name Guitar / Nylon string __ time 0 _-_ name Solo / Muted trumpet __ time 0 _-_ name Drums / Traps __ time 0 _-_ name All instr./Roland Sound Canvas __ time 0 _-_ name Freely distr.  /  GMidi type 1 __ time 0 _-_ name Contact MEL68@AOL.COM __ time 0 _-_ name Run time 5:10  /  Ez listening __ time 0 _-_ name             FEB / 7 / 97 __ time 0",,4/4,,77.0,24
sweet_love_cb.mid," _-_ name Sweet Love __ time 0 _-_ name (Anita Baker) __ time 0 _-_ name ""Sweet Love""  __ time 0 _-_ name by Anita Baker __ time 0 _-_ name This MIDI file was sequenced  __ time 0 _-_ name by Creston L.(Lamar) Burks __ time 0 _-_ name January 1998 __ time 0 _-_ name using Roland XP-50 Music __ time 0 _-_ name Workstation __ time 0 _-_ name Track 8 __ time 0 _-_ name Track 9 __ time 0 _-_ name Track 10 __ time 0 _-_ name Track 11 __ time 0 _-_ name Track 12 __ time 0 _-_ name Track 13 __ time 0 _-_ name Track 14 __ time 0 _-_ name Track 15 __ time 0 _-_ name Track 16 __ time 0", _-_ text Sequenced By: C. Lamar Burks@ __ time 0 _-_ text Creston L. Burks@ __ time 0 _-_ text Template that configures 16 tracks for 16 separate MIDI channels// full Volume// and centered Pan.@ __ time 0,4/4,Bb,89.0,24
accentuate_the_positive_mw.mid," _-_ name           "" ACCENTUATE  __ time 0 _-_ name           THE POSITIVE "" __ time 0 _-_ name Orchestration & Midi prep by __ time 0 _-_ name                MEL WEBB __ time 0 _-_ name Bass / Acoustic __ time 0 _-_ name Piano / Piano 1 __ time 0 _-_ name 1st Melody / Alto sax __ time 0 _-_ name 2nd Melody / Trombone __ time 0 _-_ name Solo / Trumpet __ time 0 _-_ name Drums / Traps __ time 0 _-_ name   __ time 0 _-_ name All instr./Roland Sound Canvas __ time 0 _-_ name Freely distr.  /  GMidi type 1 __ time 0 _-_ name Contact MEL68@AOL.COM __ time 0 _-_ name Run time 2:59  /  Ez listening __ time 0 _-_ name              11/28/96 __ time 0",,4/4,,120.0,24
when_joanna_loved_me-tony-bennett-kar_rt.mid, _-_ name When Joanna Loved Me __ time 0 _-_ name   __ time 0 _-_ name   __ time 0 _-_ name Melody __ time 0 _-_ name Piano __ time 0 _-_ name Piano __ time 0 _-_ name Guitar __ time 0 _-_ name Pad (Warm) __ time 0 _-_ name Strings __ time 0 _-_ name Strings __ time 0 _-_ name Bass __ time 0 _-_ name Drums __ time 0, _-_ text When Joanna Loved Me@ __ time 0 _-_ text Words and Music by:  Robert Wells and Jack Segal@ __ time 0 _-_ text Performed by:  Tony Bennett  (1964)@ __ time 0 _-_ text Sequence and Karaoke by:  Ron Tilden@ __ time 0 _-_ text To __ time 2280 _-_ text day __ time 120 _-_ text  is __ time 120 _-_ text  just __ time 120 _-_ text  an __ time 120 _-_ text oth __ time 120 _-_ text er __ time 120 _-_ text  day// __ time 120 _-_ text /To __ time 180 _-_ text mor __ time 60 _-_ text row __ time 120 _-_ text  is __ time 120 _-_ text  a __ time 120 _-_ text  guess. __ time 120 _-_ text /But __ time 360 _-_ text  yes __ time 120 _-_ text ter __ time 120 _-_ text day// __ time 120 _-_ text /Oh// __ time 420 _-_ text  what __ time 60 _-_ text  I'd __ time 60 _-_ text  give __ time 60 _-_ text  for __ time 60 _-_ text  yes __ time 60 _-_ text ter __ time 120 _-_ text day// __ time 120 _-_ text /To __ time 480 _-_ text  re __ time 60 _-_ text live __ time 60 _-_ text  one __ time 60 _-_ text  yes __ time 60 _-_ text ter __ time 120 _-_ text day __ time 120 _-_ text /And __ time 480 _-_ text  its __ time 60 _-_ text  hap __ time 60 _-_ text pi __ time 60 _-_ text ness. __ time 60 _-_ text When __ time 720 _-_ text  Jo __ time 60 _-_ text an __ time 60 _-_ text na __ time 60 _-_ text  loved __ time 60 _-_ text  me// __ time 60 _-_ text /Ev' __ time 660 _-_ text ry __ time 60 _-_ text  town __ time 60 _-_ text  was __ time 60 _-_ text  Par __ time 60 _-_ text is// __ time 60 _-_ text /Ev' __ time 660 _-_ text ry __ time 60 _-_ text  day __ time 60 _-_ text  was __ time 60 _-_ text  Sun __ time 60 _-_ text day// __ time 60 _-_ text /Ev' __ time 660 _-_ text ry __ time 60 _-_ text  month __ time 60 _-_ text  was __ time 60 _-_ text  May. __ time 60 _-_ text When __ time 720 _-_ text  Jo __ time 60 _-_ text an __ time 60 _-_ text na __ time 60 _-_ text  loved __ time 60 _-_ text  me// __ time 60 _-_ text /Ev' __ time 660 _-_ text ry __ time 60 _-_ text  sound __ time 60 _-_ text  was __ time 60 _-_ text  mu __ time 60 _-_ text sic// __ time 60 _-_ text /Mu __ time 660 _-_ text sic __ time 60 _-_ text  made __ time 60 _-_ text  of __ time 60 _-_ text  laugh __ time 60 _-_ text ter// __ time 60 _-_ text /Laugh __ time 660 _-_ text ter __ time 60 _-_ text  that __ time 60 _-_ text  was __ time 60 _-_ text  bright __ time 60 _-_ text  and __ time 360 _-_ text  gay. __ time 120 _-_ text But// __ time 180 _-_ text  when __ time 60 _-_ text  Jo __ time 60 _-_ text an __ time 60 _-_ text na __ time 60 _-_ text  left __ time 60 _-_ text  me// __ time 60 _-_ text /May __ time 660 _-_ text  be __ time 60 _-_ text came __ time 60 _-_ text  De __ time 60 _-_ text cem __ time 60 _-_ text ber// __ time 60 _-_ text /But// __ time 540 _-_ text  ev __ time 120 _-_ text en __ time 60 _-_ text  in __ time 60 _-_ text  De __ time 60 _-_ text cem __ time 60 _-_ text ber// __ time 60 _-_ text /I __ time 300 _-_ text  re __ time 60 _-_ text mem __ time 60 _-_ text ber __ time 60 _-_ text /Her __ time 360 _-_ text  touch// __ time 60 _-_ text  her __ time 180 _-_ text  smile// __ time 60 _-_ text /And __ time 180 _-_ text  for __ time 60 _-_ text  a __ time 60 _-_ text  lit __ time 60 _-_ text tle __ time 60 _-_ text  while// __ time 60 _-_ text /She __ time 180 _-_ text  loved __ time 60 _-_ text  me// __ time 60 _-_ text /And __ time 540 _-_ text  once __ time 120 _-_ text  a __ time 60 _-_ text gain __ time 60 _-_ text  it's __ time 60 _-_ text  Par __ time 60 _-_ text is// __ time 60 _-_ text /Par __ time 660 _-_ text is __ time 60 _-_ text  on __ time 60 _-_ text  a __ time 60 _-_ text  Sun __ time 60 _-_ text day __ time 60 _-_ text /And __ time 660 _-_ text  the __ time 60 _-_ text  month __ time 60 _-_ text  is __ time 60 _-_ text  May. __ time 60 _-_ text When __ time 720 _-_ text  Jo __ time 60 _-_ text an __ time 60 _-_ text na __ time 60 _-_ text  loved __ time 60 _-_ text  me// __ time 60 _-_ text /Ev' __ time 660 _-_ text ry __ time 60 _-_ text  town __ time 60 _-_ text  was __ time 60 _-_ text  Par __ time 60 _-_ text is// __ time 60 _-_ text /Ev' __ time 660 _-_ text ry __ time 60 _-_ text  day __ time 60 _-_ text  was __ time 60 _-_ text  Sun __ time 60 _-_ text day// __ time 60 _-_ text /Ev' __ time 660 _-_ text ry __ time 60 _-_ text  month __ time 60 _-_ text  was __ time 60 _-_ text  May. __ time 60 _-_ text When __ time 720 _-_ text  Jo __ time 60 _-_ text an __ time 60 _-_ text na __ time 60 _-_ text  loved __ time 60 _-_ text  me// __ time 60 _-_ text /Ev' __ time 660 _-_ text ry __ time 60 _-_ text  sound __ time 60 _-_ text  was __ time 60 _-_ text  mu __ time 60 _-_ text sic// __ time 60 _-_ text /Mu __ time 660 _-_ text sic __ time 60 _-_ text  made __ time 60 _-_ text  of __ time 60 _-_ text  laugh __ time 60 _-_ text ter// __ time 60 _-_ text /Laugh __ time 660 _-_ text ter __ time 60 _-_ text  that __ time 60 _-_ text  was __ time 60 _-_ text  bright __ time 60 _-_ text  and __ time 360 _-_ text  gay. __ time 120 _-_ text But// __ time 180 _-_ text  when __ time 60 _-_ text  Jo __ time 60 _-_ text an __ time 60 _-_ text na __ time 60 _-_ text  left __ time 60 _-_ text  me// __ time 60 _-_ text /May __ time 660 _-_ text  be __ time 60 _-_ text came __ time 60 _-_ text  De __ time 60 _-_ text cem __ time 60 _-_ text ber// __ time 60 _-_ text /But// __ time 540 _-_ text  ev __ time 120 _-_ text en __ time 60 _-_ text  in __ time 60 _-_ text  De __ time 60 _-_ text cem __ time 60 _-_ text ber// __ time 60 _-_ text /I __ time 300 _-_ text  re __ time 60 _-_ text mem __ time 60 _-_ text ber __ time 60 _-_ text /Her __ time 360 _-_ text  touch// __ time 60 _-_ text  her __ time 180 _-_ text  smile// __ time 60 _-_ text /And __ time 180 _-_ text  for __ time 60 _-_ text  a __ time 60 _-_ text  lit __ time 60 _-_ text tle __ time 60 _-_ text  while// __ time 60 _-_ text /She __ time 180 _-_ text  loved __ time 60 _-_ text  me// __ time 60 _-_ text /And __ time 540 _-_ text  once __ time 120 _-_ text  a __ time 60 _-_ text gain __ time 60 _-_ text  it's __ time 60 _-_ text  Par __ time 60 _-_ text is// __ time 60 _-_ text /Par __ time 660 _-_ text is __ time 60 _-_ text  on __ time 60 _-_ text  a __ time 60 _-_ text  Sun __ time 60 _-_ text day __ time 60 _-_ text /And __ time 660 _-_ text  the __ time 60 _-_ text  month __ time 60 _-_ text  is __ time 60 _-_ text  May. __ time 60,4/4,F,67.0,24
skylark_bl.mid, _-_ name Skylark __ time 0 _-_ name *** MJN *** __ time 0 _-_ name Ben Lewis   __ time 0 _-_ name (solo piano) __ time 0, _-_ text MIDI Jazz Network __ time 0 _-_ text http://miso.wwa.com/~blewis __ time 0 _-_ text (recorded without metronome beat) __ time 0,4/4,,95.0,24
but_not_for_me_ag1.mid, _-_ name Bass __ time 0 _-_ name Drums __ time 0 _-_ name Piano __ time 0 _-_ name Guitar __ time 0 _-_ name Vibraphone __ time 0,,4/4,C,240.0,24
iron_man-Org_ee.mid, _-_ name ironman.mid __ time 0 _-_ name IRONMAN __ time 0, _-_ text ERIC ELLIOTT  ERIC'S MIDISHOP PRODUCTIONS    http:''www.pompano.net/~jazz4611/ironman.mid@ __ time 0,4/4,C,120.0,24
little_sunflower_dz.mid, _-_ name -- Little Sunflower --- __ time 0 _-_ name --- by Freddie Hubbart __ time 0 _-_ name arranged by Devian __ time 0 _-_ name devian@rad.net.id __ time 0 _-_ name Vibraphone by Iman __ time 0 _-_ name tjahjono@idcnet.com __ time 0 _-_ name http://www.geocities.com/~devian/midfile.htm __ time 0,,4/4,C,87.0,24
wonderland_by_night_dc.mid, _-_ name TRUMPET __ time 0 _-_ name CHOIR __ time 0 _-_ name T-BONE __ time 0 _-_ name MUTE GUITAR __ time 0 _-_ name MUTED TRPT __ time 0 _-_ name GUIT STRUM __ time 0 _-_ name BASS __ time 0 _-_ name ORGAN __ time 0 _-_ name DRUMS __ time 0 _-_ name sequenced by: __ time 0 _-_ name Don Carroll __ time 0 _-_ name Houston// Texas __ time 0 _-_ name donniec@ix.netcom.com __ time 0, _-_ text Don Carroll@ __ time 0,4/4,E,75.0,24
